,Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
1658,58,Female,White,Living with a partner,High school graduate,Other,"$20,000 to under $30,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1659,57,Male,White,Divorced,"Some college, no 4-year degree",Disabled,"$10,000 to under $20,000",5,Yes,Yes,No,Borrowed the book from a library,No,Yes
1661,57,Female,White,Married,High school graduate,Disabled,"$10,000 to under $20,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1662,57,Female,White,Married,High school graduate,Not employed for pay,"$20,000 to under $30,000",5,Yes,No,No,Got the book some other way,Yes,Yes
1664,55,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,No,No,No,Purchased the book,Yes,No
1667,54,Male,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",5,Yes,No,No,Purchased the book,Yes,Yes
1673,50,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Purchased the book,Yes,No
1675,49,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,Yes,Yes
1676,49,Male,White,Single,High school incomplete,Employed part-time,"9$100,000 to under $150,000",5,No,No,No,Got the book some other way,Yes,No
1678,48,Female,White,Married,High school graduate,Employed part-time,Refused,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1679,48,Female,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,Yes
1680,47,Male,White,Never been married,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,No,Yes
1681,47,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Got the book some other way,Yes,Yes
1682,47,Male,White,Married,High school graduate,Have own business/self-employed,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,No
1683,46,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
1688,44,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,Yes
1689,44,Female,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,No
1691,44,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,5,Yes,No,No,Purchased the book,Yes,No
1692,43,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,No
1697,41,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",5,Yes,No,Yes,Got the book some other way,Yes,Yes
1698,41,Female,White,Separated,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",5,Yes,No,No,8,No,Yes
1699,41,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$75,000 to under $100,000",5,Yes,Yes,Yes,Purchased the book,No,Yes
1702,40,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,Refused,5,Yes,No,Yes,Purchased the book,Yes,No
1705,38,Female,White,Married,High school graduate,Not employed for pay,Refused,5,Yes,No,No,Purchased the book,No,Yes
1707,37,Male,White,Divorced,High school graduate,Retired,"$10,000 to under $20,000",5,No,Yes,Yes,Purchased the book,No,Yes
1711,36,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",5,Yes,No,No,Purchased the book,Yes,No
1714,35,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1715,32,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,No
1718,31,Female,White,Married,High school incomplete,Not employed for pay,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,No,No
1731,25,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$30,000 to under $40,000",5,Yes,No,No,Purchased the book,Yes,Yes
1733,22,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"Less than $10,000",5,Yes,No,No,Purchased the book,No,No
1734,21,Female,White,Living with a partner,High school graduate,Employed part-time,"$20,000 to under $30,000",5,Yes,No,No,Purchased the book,Yes,No
1735,21,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$30,000 to under $40,000",5,No,No,Yes,Borrowed the book from a library,Yes,No
1736,20,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",5,Yes,No,No,Purchased the book,No,No
1737,20,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1738,20,Male,White,Never been married,High school graduate,Not employed for pay,"$100,000 to under $150,000",5,No,No,Yes,Purchased the book,Yes,No
1739,19,Female,White,Never been married,High school graduate,Not employed for pay,"Less than $10,000",5,No,No,No,Borrowed the book from a library,Yes,No
1740,18,Female,White,Never been married,High school graduate,Student,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,Yes
1741,18,Female,White,Never been married,High school graduate,Employed part-time,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,Yes
1742,18,Female,White,Never been married,High school graduate,Employed part-time,"$30,000 to under $40,000",5,Yes,No,Yes,Purchased the book,Yes,No
1743,18,Male,White,Never been married,High school incomplete,Employed part-time,Refused,5,Yes,No,No,Purchased the book,No,Yes
1744,17,Male,White,Never been married,High school graduate,Not employed for pay,"$100,000 to under $150,000",5,Yes,No,Yes,Purchased the book,Yes,No
1745,17,Male,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",5,Yes,No,No,Borrowed the book from a library,Yes,Yes
1746,17,Female,White,Never been married,High school incomplete,Employed part-time,"$40,000 to under $50,000",5,Yes,No,No,Got the book some other way,No,No
1747,16,Female,White,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",5,Yes,No,No,Got the book some other way,No,No
1748,16,Female,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,No
1749,21,Female,Refused,Don’t know,"Some college, no 4-year degree",Employed part-time,Refused,4,Yes,No,No,Borrowed the book from a friend or family member,No,No
1752,51,Female,Other,Married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",4,Don’t know,No,No,Purchased the book,Yes,Yes
1753,51,Female,Other,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",4,Yes,No,No,Purchased the book,No,No
1754,31,Female,Other,Living with a partner,High school graduate,Not employed for pay,"9$100,000 to under $150,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1755,18,Male,Other,Never been married,High school incomplete,Employed part-time,"$30,000 to under $40,000",4,Yes,No,No,Purchased the book,No,Yes
1756,16,Female,Other,Never been married,High school incomplete,Student,"9$100,000 to under $150,000",4,Don’t know,Yes,Yes,Borrowed the book from a friend or family member,No,Yes
1757,69,Male,Native American/American Indian,Married,"Some college, no 4-year degree",Retired,"$100,000 to under $150,000",4,Yes,No,No,Purchased the book,Yes,No
1758,66,Female,Mixed race,Never been married,High school incomplete,Employed full-time,"9$100,000 to under $150,000",4,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
1760,25,Female,Mixed race,Living with a partner,High school graduate,Employed part-time,"Less than $10,000",4,Yes,No,No,Borrowed the book from a library,Yes,Yes
1761,65,Female,Asian or Pacific Islander,Widowed,High school graduate,Not employed for pay,"$30,000 to under $40,000",4,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1763,51,Male,Asian or Pacific Islander,Married,"Some college, no 4-year degree",Employed full-time,Refused,4,Yes,No,No,Purchased the book,Yes,Yes
1764,35,Male,Asian or Pacific Islander,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",4,Yes,No,No,Got the book some other way,Yes,Yes
1766,21,Female,Asian or Pacific Islander,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",4,Yes,No,No,Purchased the book,No,Yes
1767,73,Female,Black or African-American,Married,"Some college, no 4-year degree",Not employed for pay,Refused,4,Yes,No,No,Purchased the book,Yes,Yes
1768,69,Male,Black or African-American,Married,High school graduate,Retired,"Less than $10,000",4,Yes,Don’t know,No,Borrowed the book from a friend or family member,Yes,No
1769,63,Male,Black or African-American,Widowed,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",4,Yes,No,No,Borrowed the book from a friend or family member,No,No
1770,55,Female,Black or African-American,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",4,Yes,No,No,Purchased the book,Yes,Yes
1771,51,Male,Black or African-American,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",4,Yes,No,No,Purchased the book,Yes,No
1772,50,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"9$100,000 to under $150,000",4,Yes,Yes,No,Purchased the book,Yes,No
1773,42,Male,Black or African-American,Separated,High school incomplete,Not employed for pay,"Less than $10,000",4,Yes,No,No,8,Yes,No
1775,38,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Not employed for pay,"$10,000 to under $20,000",4,Yes,No,No,Got the book some other way,Yes,Yes
1776,37,Male,Black or African-American,Separated,High school graduate,Employed part-time,"$20,000 to under $30,000",4,Yes,No,No,Borrowed the book from a library,Yes,Yes
1777,37,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"$20,000 to under $30,000",4,Yes,No,No,Purchased the book,Yes,No
1778,30,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"9$100,000 to under $150,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1779,29,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",4,Yes,No,No,Purchased the book,No,Yes
1780,29,Female,Black or African-American,Living with a partner,"Some college, no 4-year degree",Employed full-time,Refused,4,Yes,No,No,Purchased the book,No,No
1781,28,Female,Black or African-American,Divorced,High school graduate,Not employed for pay,"Less than $10,000",4,Yes,No,No,Borrowed the book from a friend or family member,No,No
1782,25,Female,Black or African-American,Living with a partner,"Some college, no 4-year degree",Not employed for pay,"Less than $10,000",4,Yes,No,Yes,Borrowed the book from a library,No,No
1783,23,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",4,Yes,No,No,Borrowed the book from a friend or family member,No,No
1784,20,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",4,Yes,No,No,Purchased the book,Yes,Yes
1785,19,Female,Black or African-American,Never been married,High school graduate,Not employed for pay,"$50,000 to under $75,000",4,Yes,No,No,Purchased the book,No,Yes
1786,18,Male,Black or African-American,Never been married,High school incomplete,Not employed for pay,"$100,000 to under $150,000",4,Yes,No,No,Borrowed the book from a library,No,Yes
1787,18,Male,Black or African-American,Living with a partner,High school incomplete,Employed part-time,"9$100,000 to under $150,000",4,Yes,No,No,Got the book some other way,Yes,Yes
1788,86,Male,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",4,Yes,No,No,Purchased the book,Yes,No
1789,85,Male,White,Married,High school graduate,Retired,Refused,4,Yes,No,No,Borrowed the book from a library,Yes,Yes
1790,81,Female,White,Widowed,High school graduate,Not employed for pay,"9$100,000 to under $150,000",4,No,No,No,Borrowed the book from a friend or family member,Yes,Yes
1794,77,Female,White,Married,High school graduate,Retired,Refused,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1795,77,Female,White,Married,High school graduate,Retired,"$30,000 to under $40,000",4,Yes,No,No,Borrowed the book from a friend or family member,No,No
1797,76,Female,White,Married,High school graduate,Retired,"$30,000 to under $40,000",4,Yes,No,No,Purchased the book,Yes,No
1799,72,Female,White,Widowed,High school graduate,Retired,"$20,000 to under $30,000",4,Yes,No,No,Got the book some other way,No,No
1801,72,Female,White,Divorced,"Some college, no 4-year degree",Retired,Refused,4,Yes,Yes,Don’t know,Borrowed the book from a library,No,Yes
1802,71,Male,White,Married,"Some college, no 4-year degree",Not employed for pay,"$75,000 to under $100,000",4,Yes,No,No,Purchased the book,No,No
1804,70,Male,White,Married,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",4,Yes,No,No,Borrowed the book from a library,No,No
